Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mr4TfsPrereqs,Firefox 57.0,Prereq Contains Login And Open Project,2018-01-22 19:52:12,2018-01-22 19:52:31,19.615s,PASSED
,,,,,,
Test Cases/StandAlone-Prereqs/Mr4TfsLogin-StandAlone,Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:25,13.008s,PASSED
"Statement - tfsServerUrl = ""M4Tfs-StandAlone/LoginPage/mr4tfs-TFSServerURL""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
"Statement - tfsUserName = ""M4Tfs-StandAlone/LoginPage/mr4tfs-EmailAddress""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
"Statement - tfsPassword = ""M4Tfs-StandAlone/LoginPage/mr4tfs-Password""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
"Statement - signInBtn = ""M4Tfs-StandAlone/LoginPage/mr4tfs-SignInBtn""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
"Statement - browseProjectButton = ""M4Tfs-StandAlone/RecentProjectPage/mr4tfs-_BrowseProjects""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
openBrowser,Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:18,5.440s,PASSED
maximizeWindow,Firefox 57.0,,2018-01-22 19:52:18,2018-01-22 19:52:18,0.081s,PASSED
navigateToUrl,Firefox 57.0,,2018-01-22 19:52:18,2018-01-22 19:52:23,5.560s,PASSED
setText,Firefox 57.0,,2018-01-22 19:52:23,2018-01-22 19:52:24,0.149s,PASSED
setText,Firefox 57.0,,2018-01-22 19:52:24,2018-01-22 19:52:24,0.051s,PASSED
setText,Firefox 57.0,,2018-01-22 19:52:24,2018-01-22 19:52:24,0.043s,PASSED
click,Firefox 57.0,,2018-01-22 19:52:24,2018-01-22 19:52:25,1.352s,PASSED
waitForElementVisible,Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.049s,PASSED
Statement - browseProjectButtonText = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(browseProjectButton)),Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.024s,PASSED
"Statement - assert browseProjectButtonText == ""Browse""",Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.001s,PASSED
,,,,,,
Test Cases/StandAlone-Prereqs/OpenProject,Firefox 57.0,"Define Collection Name, And Project Name.",2018-01-22 19:52:25,2018-01-22 19:52:29,4.232s,PASSED
"Statement - browseButton = ""M4Tfs-StandAlone/RecentProjectPage/mr4tfs-_BrowseProjects""",Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.000s,PASSED
"Statement - navigateButton = ""Object Repository/M4Tfs-StandAlone/RecentProjectPage/mr4tfs-ProjectNavigate""",Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.001s,PASSED
click,Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.219s,PASSED
"Statement - collectionList = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", CollectionValue(GetCollectionName()))",Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.000s,PASSED
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(CollectionName, 1)",Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.002s,PASSED
"Statement - return ((#treeviewProjects > ul > li[title="" + collectionName) + ""] span)",Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.009s,PASSED
"Statement - className = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(collectionList, ""class"", STOP_ON_FAILURE)",Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:26,0.545s,PASSED
"Statement - If (className.contains(""k-i-expand""))",Firefox 57.0,,2018-01-22 19:52:26,2018-01-22 19:52:26,0.236s,PASSED
"Statement - projectList = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", ProjectValue(GetProjectName()))",Firefox 57.0,,2018-01-22 19:52:26,2018-01-22 19:52:26,0.001s,PASSED
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(Project, 1)",Firefox 57.0,,2018-01-22 19:52:26,2018-01-22 19:52:26,0.002s,PASSED
"Statement - return ((li[title="" + projectName) + ""])",Firefox 57.0,,2018-01-22 19:52:26,2018-01-22 19:52:26,0.000s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementVisible(projectList) == false),Firefox 57.0,,2018-01-22 19:52:26,2018-01-22 19:52:27,0.546s,PASSED
Statement - Else,Firefox 57.0,,2018-01-22 19:52:27,2018-01-22 19:52:27,0.231s,PASSED
waitForElementClickable,Firefox 57.0,,2018-01-22 19:52:27,2018-01-22 19:52:28,0.560s,PASSED
click,Firefox 57.0,,2018-01-22 19:52:28,2018-01-22 19:52:28,0.268s,PASSED
"Statement - dashboardProjectName = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", ""span.title.project-name"")",Firefox 57.0,,2018-01-22 19:52:28,2018-01-22 19:52:28,0.001s,PASSED
waitForElementVisible,Firefox 57.0,,2018-01-22 19:52:28,2018-01-22 19:52:29,1.489s,PASSED
Statement - assert com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(dashboardProjectName) == GetProjectName(),Firefox 57.0,,2018-01-22 19:52:29,2018-01-22 19:52:29,0.015s,PASSED
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(Project, 1)",Firefox 57.0,,2018-01-22 19:52:29,2018-01-22 19:52:29,0.003s,PASSED
,,,,,,
Test Cases/StandAlone-Prereqs/OpenSmartDocModule,Firefox 57.0,,2018-01-22 19:52:29,2018-01-22 19:52:31,1.555s,PASSED
click,Firefox 57.0,,2018-01-22 19:52:29,2018-01-22 19:52:31,1.487s,PASSED
